"year","name","percent","sex"
1880,"Van",0.000279,"boy"
1880,"Ambrose",0.00027,"boy"
1880,"Chauncey",0.00027,"boy"
1880,"Elisha",0.00027,"boy"
1880,"Ferdinand",0.00027,"boy"
1880,"General",0.00027,"boy"
1880,"Julian",0.00027,"boy"
1880,"Kenneth",0.00027,"boy"
1880,"Mitchell",0.00027,"boy"
1880,"Allie",0.000262,"boy"
1880,"Josh",0.000262,"boy"
1880,"Judson",0.000262,"boy"
1880,"Lyman",0.000262,"boy"
1880,"Napoleon",0.000262,"boy"
1880,"Pedro",0.000262,"boy"
1880,"Berry",0.000253,"boy"
1880,"Dewitt",0.000253,"boy"
1880,"Ervin",0.000253,"boy"
1880,"Forest",0.000253,"boy"
1880,"Lynn",0.000253,"boy"
1880,"Pink",0.000253,"boy"
1880,"Ruben",0.000253,"boy"
1880,"Sanford",0.000253,"boy"
1880,"Ward",0.000253,"boy"
1880,"Douglas",0.000245,"boy"
1880,"Ole",0.000245,"boy"
1880,"Omer",0.000245,"boy"
1880,"Ulysses",0.000245,"boy"
1880,"Walker",0.000245,"boy"
1880,"Wilbert",0.000245,"boy"
1880,"Adelbert",0.000236,"boy"
1880,"Benjiman",0.000236,"boy"
1880,"Ivan",0.000236,"boy"
1880,"Jonas",0.000236,"boy"
1880,"Major",0.000236,"boy"
1880,"Abner",0.000228,"boy"
1880,"Archibald",0.000228,"boy"
1880,"Caleb",0.000228,"boy"
1880,"Clint",0.000228,"boy"
1880,"Dudley",0.000228,"boy"
1880,"Granville",0.000228,"boy"
1880,"King",0.000228,"boy"
1880,"Mary",0.000228,"boy"
1880,"Merton",0.000228,"boy"
1880,"Antonio",0.00022,"boy"
1880,"Bennie",0.00022,"boy"
1880,"Carroll",0.00022,"boy"
1880,"Freeman",0.00022,"boy"
1880,"Josiah",0.00022,"boy"
1880,"Milo",0.00022,"boy"
1880,"Royal",0.00022,"boy"
1880,"Dick",0.000211,"boy"
1880,"Earle",0.000211,"boy"
1880,"Elza",0.000211,"boy"
1880,"Emerson",0.000211,"boy"
1880,"Fletcher",0.000211,"boy"
1880,"Judge",0.000211,"boy"
1880,"Laurence",0.000211,"boy"
1880,"Neil",0.000211,"boy"
1880,"Roger",0.000211,"boy"
1880,"Seth",0.000211,"boy"
1880,"Glen",0.000203,"boy"
1880,"Hugo",0.000203,"boy"
1880,"Jimmie",0.000203,"boy"
1880,"Johnnie",0.000203,"boy"
1880,"Washington",0.000203,"boy"
1880,"Elwood",0.000194,"boy"
1880,"Gust",0.000194,"boy"
1880,"Harmon",0.000194,"boy"
1880,"Jordan",0.000194,"boy"
1880,"Simeon",0.000194,"boy"
1880,"Wayne",0.000194,"boy"
1880,"Wilber",0.000194,"boy"
1880,"Clem",0.000186,"boy"
1880,"Evan",0.000186,"boy"
1880,"Frederic",0.000186,"boy"
1880,"Irwin",0.000186,"boy"
1880,"Junius",0.000186,"boy"
1880,"Lafayette",0.000186,"boy"
1880,"Loren",0.000186,"boy"
1880,"Madison",0.000186,"boy"
1880,"Mason",0.000186,"boy"
1880,"Orval",0.000186,"boy"
1880,"Abram",0.000177,"boy"
1880,"Aubrey",0.000177,"boy"
1880,"Elliott",0.000177,"boy"
1880,"Hans",0.000177,"boy"
1880,"Karl",0.000177,"boy"
1880,"Minor",0.000177,"boy"
1880,"Wash",0.000177,"boy"
1880,"Wilfred",0.000177,"boy"
1880,"Allan",0.000169,"boy"
1880,"Alphonse",0.000169,"boy"
1880,"Dallas",0.000169,"boy"
1880,"Dee",0.000169,"boy"
1880,"Isiah",0.000169,"boy"
1880,"Jason",0.000169,"boy"
1880,"Johnny",0.000169,"boy"
1880,"Lawson",0.000169,"boy"
1880,"Lew",0.000169,"boy"
1880,"Micheal",0.000169,"boy"
1880,"Orin",0.000169,"boy"
1880,"Addison",0.00016,"boy"
1880,"Cal",0.00016,"boy"
1880,"Erastus",0.00016,"boy"
1880,"Francisco",0.00016,"boy"
1880,"Hardy",0.00016,"boy"
1880,"Lucien",0.00016,"boy"
1880,"Randolph",0.00016,"boy"
1880,"Stewart",0.00016,"boy"
1880,"Vern",0.00016,"boy"
1880,"Wilmer",0.00016,"boy"
1880,"Zack",0.00016,"boy"
1880,"Adrian",0.000152,"boy"
1880,"Alvah",0.000152,"boy"
1880,"Bertram",0.000152,"boy"
1880,"Clay",0.000152,"boy"
1880,"Ephraim",0.000152,"boy"
1880,"Fritz",0.000152,"boy"
1880,"Giles",0.000152,"boy"
1880,"Grover",0.000152,"boy"
1880,"Harris",0.000152,"boy"
1880,"Isom",0.000152,"boy"
1880,"Jesus",0.000152,"boy"
1880,"Johnie",0.000152,"boy"
1880,"Jonathan",0.000152,"boy"
1880,"Lucian",0.000152,"boy"
1880,"Malcolm",0.000152,"boy"
1880,"Merritt",0.000152,"boy"
1880,"Otho",0.000152,"boy"
1880,"Perley",0.000152,"boy"
1880,"Rolla",0.000152,"boy"
1880,"Sandy",0.000152,"boy"
1880,"Tomas",0.000152,"boy"
1880,"Wilford",0.000152,"boy"
1880,"Adolphus",0.000144,"boy"
1880,"Angus",0.000144,"boy"
1880,"Arther",0.000144,"boy"
1880,"Carlos",0.000144,"boy"
1880,"Cary",0.000144,"boy"
1880,"Cassius",0.000144,"boy"
1880,"Davis",0.000144,"boy"
1880,"Hamilton",0.000144,"boy"
1880,"Harve",0.000144,"boy"
1880,"Israel",0.000144,"boy"
1880,"Leander",0.000144,"boy"
1880,"Melville",0.000144,"boy"
1880,"Merle",0.000144,"boy"
1880,"Murray",0.000144,"boy"
1880,"Pleasant",0.000144,"boy"
1880,"Sterling",0.000144,"boy"
1880,"Steven",0.000144,"boy"
1880,"Axel",0.000135,"boy"
1880,"Boyd",0.000135,"boy"
1880,"Bryant",0.000135,"boy"
1880,"Clement",0.000135,"boy"
1880,"Erwin",0.000135,"boy"
1880,"Ezekiel",0.000135,"boy"
1880,"Foster",0.000135,"boy"
1880,"Frances",0.000135,"boy"
1880,"Geo",0.000135,"boy"
1880,"Houston",0.000135,"boy"
1880,"Issac",0.000135,"boy"
1880,"Jules",0.000135,"boy"
1880,"Larkin",0.000135,"boy"
1880,"Mat",0.000135,"boy"
1880,"Morton",0.000135,"boy"
1880,"Orlando",0.000135,"boy"
1880,"Pierce",0.000135,"boy"
1880,"Prince",0.000135,"boy"
1880,"Rollie",0.000135,"boy"
1880,"Rollin",0.000135,"boy"
1880,"Sim",0.000135,"boy"
1880,"Stuart",0.000135,"boy"
1880,"Wilburn",0.000135,"boy"
1880,"Bennett",0.000127,"boy"
1880,"Casper",0.000127,"boy"
1880,"Christ",0.000127,"boy"
1880,"Dell",0.000127,"boy"
1880,"Egbert",0.000127,"boy"
1880,"Elmo",0.000127,"boy"
1880,"Fay",0.000127,"boy"
1880,"Gabriel",0.000127,"boy"
1880,"Hector",0.000127,"boy"
1880,"Horatio",0.000127,"boy"
1880,"Lige",0.000127,"boy"
1880,"Saul",0.000127,"boy"
1880,"Smith",0.000127,"boy"
1880,"Squire",0.000127,"boy"
1880,"Tobe",0.000127,"boy"
1880,"Tommie",0.000127,"boy"
1880,"Wyatt",0.000127,"boy"
1880,"Alford",0.000118,"boy"
1880,"Alma",0.000118,"boy"
1880,"Alton",0.000118,"boy"
1880,"Andres",0.000118,"boy"
1880,"Burl",0.000118,"boy"
1880,"Cicero",0.000118,"boy"
1880,"Dean",0.000118,"boy"
1880,"Dorsey",0.000118,"boy"
1880,"Enos",0.000118,"boy"
1880,"Howell",0.000118,"boy"
1880,"Lou",0.000118,"boy"
1880,"Loyd",0.000118,"boy"
1880,"Mahlon",0.000118,"boy"
1880,"Nat",0.000118,"boy"
1880,"Omar",0.000118,"boy"
1880,"Oran",0.000118,"boy"
1880,"Parker",0.000118,"boy"
1880,"Raleigh",0.000118,"boy"
1880,"Reginald",0.000118,"boy"
1880,"Rubin",0.000118,"boy"
1880,"Seymour",0.000118,"boy"
1880,"Wm",0.000118,"boy"
1880,"Young",0.000118,"boy"
1880,"Benjamine",0.00011,"boy"
1880,"Carey",0.00011,"boy"
1880,"Carlton",0.00011,"boy"
1880,"Eldridge",0.00011,"boy"
1880,"Elzie",0.00011,"boy"
1880,"Garrett",0.00011,"boy"
1880,"Isham",0.00011,"boy"
1880,"Johnson",0.00011,"boy"
1880,"Larry",0.00011,"boy"
1880,"Logan",0.00011,"boy"
1880,"Merrill",0.00011,"boy"
1880,"Mont",0.00011,"boy"
1880,"Oren",0.00011,"boy"
1880,"Pierre",0.00011,"boy"
1880,"Rex",0.00011,"boy"
1880,"Rodney",0.00011,"boy"
1880,"Ted",0.00011,"boy"
1880,"Webster",0.00011,"boy"
1880,"West",0.00011,"boy"
1880,"Wheeler",0.00011,"boy"
1880,"Willam",0.00011,"boy"
1880,"Al",0.000101,"boy"
1880,"Aloysius",0.000101,"boy"
1880,"Alvie",0.000101,"boy"
1880,"Anna",0.000101,"boy"
1880,"Art",0.000101,"boy"
1880,"Augustine",0.000101,"boy"
1880,"Bailey",0.000101,"boy"
1880,"Benjaman",0.000101,"boy"
1880,"Beverly",0.000101,"boy"
1880,"Bishop",0.000101,"boy"
1880,"Clair",0.000101,"boy"
1880,"Cloyd",0.000101,"boy"
1880,"Coleman",0.000101,"boy"
1880,"Dana",0.000101,"boy"
1880,"Duncan",0.000101,"boy"
1880,"Dwight",0.000101,"boy"
1880,"Emile",0.000101,"boy"
1880,"Evert",0.000101,"boy"
1880,"Henderson",0.000101,"boy"
1880,"Hunter",0.000101,"boy"
1880,"Jean",0.000101,"boy"
1880,"Lem",0.000101,"boy"
1880,"Luis",0.000101,"boy"
1880,"Mathias",0.000101,"boy"
1880,"Maynard",0.000101,"boy"
1880,"Miguel",0.000101,"boy"
1880,"Mortimer",0.000101,"boy"
1880,"Nels",0.000101,"boy"
1880,"Norris",0.000101,"boy"
1880,"Pat",0.000101,"boy"
1880,"Phil",0.000101,"boy"
1880,"Rush",0.000101,"boy"
1880,"Santiago",0.000101,"boy"
1880,"Sol",0.000101,"boy"
1880,"Sydney",0.000101,"boy"
1880,"Thaddeus",0.000101,"boy"
1880,"Thornton",0.000101,"boy"
1880,"Tim",0.000101,"boy"
1880,"Travis",0.000101,"boy"
1880,"Truman",0.000101,"boy"
1880,"Watson",0.000101,"boy"
1880,"Webb",0.000101,"boy"
1880,"Wellington",0.000101,"boy"
1880,"Winfred",0.000101,"boy"
1880,"Wylie",0.000101,"boy"
1880,"Alec",9.3e-05,"boy"
1880,"Basil",9.3e-05,"boy"
1880,"Baxter",9.3e-05,"boy"
1880,"Bertrand",9.3e-05,"boy"
1880,"Buford",9.3e-05,"boy"
1880,"Burr",9.3e-05,"boy"
1880,"Cleveland",9.3e-05,"boy"
1880,"Colonel",9.3e-05,"boy"
1880,"Dempsey",9.3e-05,"boy"
1880,"Early",9.3e-05,"boy"
1880,"Ellsworth",9.3e-05,"boy"
1880,"Fate",9.3e-05,"boy"
1880,"Finley",9.3e-05,"boy"
1880,"Gabe",9.3e-05,"boy"
1880,"Garland",9.3e-05,"boy"
1880,"Gerald",9.3e-05,"boy"
1880,"Herschel",9.3e-05,"boy"
1880,"Hezekiah",9.3e-05,"boy"
1880,"Justus",9.3e-05,"boy"
1880,"Lindsey",9.3e-05,"boy"
1880,"Marcellus",9.3e-05,"boy"
1880,"Olaf",9.3e-05,"boy"
1880,"Olin",9.3e-05,"boy"
1880,"Pablo",9.3e-05,"boy"
1880,"Rolland",9.3e-05,"boy"
1880,"Turner",9.3e-05,"boy"
1880,"Verne",9.3e-05,"boy"
1880,"Volney",9.3e-05,"boy"
1880,"Williams",9.3e-05,"boy"
1880,"Almon",8.4e-05,"boy"
1880,"Alois",8.4e-05,"boy"
1880,"Alonza",8.4e-05,"boy"
1880,"Anson",8.4e-05,"boy"
1880,"Authur",8.4e-05,"boy"
1880,"Benton",8.4e-05,"boy"
1880,"Billie",8.4e-05,"boy"
1880,"Cornelious",8.4e-05,"boy"
1880,"Darius",8.4e-05,"boy"
1880,"Denis",8.4e-05,"boy"
1880,"Dillard",8.4e-05,"boy"
1880,"Doctor",8.4e-05,"boy"
1880,"Elvin",8.4e-05,"boy"
1880,"Emma",8.4e-05,"boy"
1880,"Eric",8.4e-05,"boy"
1880,"Evans",8.4e-05,"boy"
1880,"Gideon",8.4e-05,"boy"
